15839|(HANK) MODENA CONCRETE PUMPING|39839|Vendor Number 39839|Contact: Henry Modena|Mr.|Henry|Modena|4870 La Honda Road|San Gregorio, CA  94074|4870 La Honda Road|San Gregorio, CA  94074|Phone: 650/726-6220|Fax: 650/726-0868|Email: modenacp@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD072115839|32 Meter, 40 Meter, and 42 Meter Boom Pumps amd 3/4 Rock Pump Trailer|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|GS138||10|N||Updated 9/11/2019
13066|SPENCER MASONRY|17466|Vendor Number 17466|Contact: Michael D. Spencer|Mr.|Michael|Spencer|1485 Bayshore Blvd., #147|San Francisco, CA  94124|1485 Bayshore Blvd., #147|San Francisco, CA  94124|Phone: 510-553-1474|Fax: 415/467-1332|Email: spencermasonrySF@aol.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032213066|Masonry: block-brick-cement|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022, CSLB License # 325561|CN011||10|N|325561|Updated 9/11/2019
16998|SPICE IT UP CATERING SERVICES, LLC|401349|Vendor Number 401349|Contact: Alice Guidry|Ms.|Alice|Guidry|La Cocina Commercial Kitchen, 2948 Folsom St.|San Francisco, CA  94110|1971 Oakdale Avenue, Suite A|San Francisco, CA  94124|Phone: 415-988-0733|Fax: 415-585-9103|Email: alice.spiceitup@yahoo.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD032116998||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|GS083||10|N||Updated 9/11/2019
17134|SPIRAL SCOUT LLC|98564|Vendor Number 98564|Contact: John Griffin|Mr.|John|Griffin|1980 Washington Street Suite 405|San Francisco, CA  94109|1980 Washington Street Suite 405|San Francisco, CA  94109|Phone: 215-688-2751||Email: john@spiralscout.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022217134||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|GS102||10|N||Updated 9/11/2019
17134|SPIRAL SCOUT LLC|98564|Vendor Number 98564|Contact: John Griffin|Mr.|John|Griffin|1980 Washington Street Suite 405|San Francisco, CA  94109|1980 Washington Street Suite 405|San Francisco, CA  94109|Phone: 215-688-2751||Email: john@spiralscout.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022217134||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|GS109||10|N||Updated 9/11/2019
17134|SPIRAL SCOUT LLC|98564|Vendor Number 98564|Contact: John Griffin|Mr.|John|Griffin|1980 Washington Street Suite 405|San Francisco, CA  94109|1980 Washington Street Suite 405|San Francisco, CA  94109|Phone: 215-688-2751||Email: john@spiralscout.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022217134||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|GS129||10|N||Updated 9/11/2019
17134|SPIRAL SCOUT LLC|98564|Vendor Number 98564|Contact: John Griffin|Mr.|John|Griffin|1980 Washington Street Suite 405|San Francisco, CA  94109|1980 Washington Street Suite 405|San Francisco, CA  94109|Phone: 215-688-2751||Email: john@spiralscout.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022217134||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|GS132||10|N||Updated 9/11/2019
12811|SPOTLIGHT PROMOTIONS INC|57308|Vendor Number 57308|Contact: Terri Cassin|Ms.|Terri|Cassin|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|Phone: 415/202-7100|Fax: 415/202-7110|Email: joe@spotlightpromoinc.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032012811|advertising specialties, awards and corporate apparel|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|EQ115||10|N||Updated 9/11/2019
12811|SPOTLIGHT PROMOTIONS INC|57308|Vendor Number 57308|Contact: Terri Cassin|Ms.|Terri|Cassin|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|Phone: 415/202-7100|Fax: 415/202-7110|Email: joe@spotlightpromoinc.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032012811|advertising specialties, awards and corporate apparel|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|GS141||10|N||Updated 9/11/2019
12811|SPOTLIGHT PROMOTIONS INC|57308|Vendor Number 57308|Contact: Terri Cassin|Ms.|Terri|Cassin|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|2000 Van Ness Avenue, Suite 801|San Francisco, CA  94109|Phone: 415/202-7100|Fax: 415/202-7110|Email: joe@spotlightpromoinc.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032012811|advertising specialties, awards and corporate apparel|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|EQ084||10|N||Updated 9/11/2019
11564|SQUARE ONE PROD MULTIMEDIA DBA SQUARE ONE PRODUCTIONS|34269|Vendor Number 34269|Contact: Angela Lin|Ms.|Angela|Lin|1736 Stockton Street, Studio 7|San Francisco, CA  94133-2928|1736 Stockton Street, Studio 7|San Francisco, CA  94133-2928|Phone: 415/398-7044|Fax: 415/398-8044|Email: angela@squareoneproductions.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD102111564|ARCHITECTURAL RENDERINGS, INCLUDING ARCHITECTURAL PHOTO MONTAGES, FILM, VIDEO AND ANIMATION PRODUCTION, FOR MARKETING AND EIR/APPROVAL PURPOSES|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021|PS027||10|N||Updated 9/11/2019
11564|SQUARE ONE PROD MULTIMEDIA DBA SQUARE ONE PRODUCTIONS|34269|Vendor Number 34269|Contact: Angela Lin|Ms.|Angela|Lin|1736 Stockton Street, Studio 7|San Francisco, CA  94133-2928|1736 Stockton Street, Studio 7|San Francisco, CA  94133-2928|Phone: 415/398-7044|Fax: 415/398-8044|Email: angela@squareoneproductions.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD102111564|ARCHITECTURAL RENDERINGS, INCLUDING ARCHITECTURAL PHOTO MONTAGES, FILM, VIDEO AND ANIMATION PRODUCTION, FOR MARKETING AND EIR/APPROVAL PURPOSES|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021|PS060||10|N||Updated 9/11/2019
14726|SRT CONSULTANTS|67505|Vendor Number 67505|Contact: Tatyana Yurovsky|Ms.|Tatyana|Yurovsky|90 New Motgomery #905|San Francisco, CA  94105|90 New Motgomery #905|San Francisco, CA  94105|Phone: 415/776-5800|Fax: 415/776-5200|Email: tanya@srtconsultants.com|N|N|Y|N|N|Y|N|N|Y|N|Y|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032214726|Engineering Consulting Services: Civil Engineering, Water Quality and Process Engineering, Project and Program Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022|PS058||10|N||Updated 9/11/2019
14726|SRT CONSULTANTS|67505|Vendor Number 67505|Contact: Tatyana Yurovsky|Ms.|Tatyana|Yurovsky|90 New Motgomery #905|San Francisco, CA  94105|90 New Motgomery #905|San Francisco, CA  94105|Phone: 415/776-5800|Fax: 415/776-5200|Email: tanya@srtconsultants.com|N|N|Y|N|N|Y|N|N|Y|N|Y|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032214726|Engineering Consulting Services: Civil Engineering, Water Quality and Process Engineering, Project and Program Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022|AE003||10|N||Updated 9/11/2019
14726|SRT CONSULTANTS|67505|Vendor Number 67505|Contact: Tatyana Yurovsky|Ms.|Tatyana|Yurovsky|90 New Motgomery #905|San Francisco, CA  94105|90 New Motgomery #905|San Francisco, CA  94105|Phone: 415/776-5800|Fax: 415/776-5200|Email: tanya@srtconsultants.com|N|N|Y|N|N|Y|N|N|Y|N|Y|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032214726|Engineering Consulting Services: Civil Engineering, Water Quality and Process Engineering, Project and Program Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022|PS010||10|N||Updated 9/11/2019
14726|SRT CONSULTANTS|67505|Vendor Number 67505|Contact: Tatyana Yurovsky|Ms.|Tatyana|Yurovsky|90 New Motgomery #905|San Francisco, CA  94105|90 New Motgomery #905|San Francisco, CA  94105|Phone: 415/776-5800|Fax: 415/776-5200|Email: tanya@srtconsultants.com|N|N|Y|N|N|Y|N|N|Y|N|Y|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032214726|Engineering Consulting Services: Civil Engineering, Water Quality and Process Engineering, Project and Program Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022|AE020||10|N||Updated 9/11/2019
1000176|St. Vincent de Paul Society of San Francisco|||Contact: Shari Woolridge|Ms.|Shari|Woolridge|1175 Howard Street|San Francisco, CA  94103|1175 Howard Street|San Francisco, CA  94103|Phone: 415-757-6552|Fax: 415-977-1271|Email: mhallett@svdp-sf.org|Y|N|N|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 3/31/2021|Certification #CMD03211000176||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|GS107||10|N||Updated 9/11/2019
11398|STADTNER CO, INC. DBA SIERRA ELECTRIC CO.|17018|Vendor Number 17018|Contact: Rose A Stadtner|Ms.|Rose|Stadtner|3112 Geary Boulevard|San Francisco, CA  94118|3112 Geary Boulevard|San Francisco, CA  94118|Phone: 415/752-2850|Fax: 415/752-1102|Email: josephine@sierraelectric.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2019|Certification #CMD091911398|Electrical Alterations, Repairs, Communications - Residential, Commercial, Industrial - Design-Build, Solar Photovoltaic|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2019, CSLB License # 184594|CN031||10|N|184594|Updated 9/11/2019
17281|Stamen Design, LLC|401391|Vendor Number 401391|Contact: Eric Rodenbeck|Mr.|Eric|Rodenbeck|2017 Mission Street. Suite 300|San Francisco, CA  94110|2017 Mission Street. Suite 300|San Francisco, CA  94110|Phone: 415-558-1610||Email: erode@stamen.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 12/31/2019|Certification #CMD121917281||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|GS129||10|N||Updated 9/11/2019
13072|STAN TENG ARCHITECTURAL STUDIO|28481|Vendor Number 28481|Contact: Stan Teng|Mr.|Stan|Teng|1736 Stockton Street, 3rd Floor Suite 4|San Francisco, CA  94133|1736 Stockton Street, 3rd Floor Suite 4|San Francisco, CA  94133|Phone: 415/590-2870|Fax: 415/553-8072|Email: stanarch@earthlink.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 6/30/2022|Certification #CMD062213072|full service architectural & interior design|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 6/30/2022|AE019||10|N||Updated 9/11/2019
13072|STAN TENG ARCHITECTURAL STUDIO|28481|Vendor Number 28481|Contact: Stan Teng|Mr.|Stan|Teng|1736 Stockton Street, 3rd Floor Suite 4|San Francisco, CA  94133|1736 Stockton Street, 3rd Floor Suite 4|San Francisco, CA  94133|Phone: 415/590-2870|Fax: 415/553-8072|Email: stanarch@earthlink.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 6/30/2022|Certification #CMD062213072|full service architectural & interior design|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 6/30/2022|AE001||10|N||Updated 9/11/2019
10028|STARLITE ELECTRIC INC|52245|Vendor Number 52245|Contact: William Lee|Mr.|William|Lee|1465 Carroll Avenue|San Francisco, CA  94124|P.O. Box 882283|San Francisco, CA  94188|Phone: 415/648-8888|Fax: 415/648-8895|Email: bill@starliteinc.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092010028|Electrical, Data/Voice Communication, Fire Alarm - Licensed with C-10, C-7, and D16 Licenses|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020, CSLB License # 716595|CN034||10|N|716595|Updated 9/11/2019
15883|STEEL BLUE LLC|400034|Vendor Number 400034|Contact: Kim O'Brien Chalmers|Mr.|Kim O'Brien|Chalmers|594 Howard Street, Suite 300|San Francisco, CA  94105|594 Howard Street, Suite 300|San Francisco, CA  94105|Phone: 917/656-1388|Fax: 360/656-1386|Email: obrienchalmers@steelbluellc.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 12/31/2021|Certification #CMD122115883|Create multi-media materials, including 3d models, films, photographs and graphic designs, for real estate marketing and promoting construction projects.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2021|GS102||10|N||Updated 9/11/2019
15572|STEPHEN WHEELER LANDSCAPE ARCHITECTS|79722|Vendor Number 79722|Contact: Stephen Wheeler|Mr.|Stephen|Wheeler|99 Mississippi Street, Second Floor|San Francisco, CA  94107|99 Mississippi Street, Second Floor|San Francisco, CA  94107|Phone: 415-252-7075|Fax: 415-252-7074|Email: sjw@swlarch.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD032115572|Landscape architecture services for buildings, campuses and parks|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|AE002||10|N||Updated 9/11/2019
10295|STEVENS & ASSOCIATES|17743|Vendor Number 17743|Contact: Myles C. Stevens|Mr.|Myles|Stevens|855 Sansome Street, Suite 200|San Francisco, CA  94111|855 Sansome Street, Suite 200|San Francisco, CA  94111|Phone: 415/397-6500|Fax: 415/397-6525|Email: mstevens@stevens-arch.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082210295|Architecture, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|AE002||10|N||Updated 9/11/2019
10295|STEVENS & ASSOCIATES|17743|Vendor Number 17743|Contact: Myles C. Stevens|Mr.|Myles|Stevens|855 Sansome Street, Suite 200|San Francisco, CA  94111|855 Sansome Street, Suite 200|San Francisco, CA  94111|Phone: 415/397-6500|Fax: 415/397-6525|Email: mstevens@stevens-arch.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082210295|Architecture, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|AE019||10|N||Updated 9/11/2019
10295|STEVENS & ASSOCIATES|17743|Vendor Number 17743|Contact: Myles C. Stevens|Mr.|Myles|Stevens|855 Sansome Street, Suite 200|San Francisco, CA  94111|855 Sansome Street, Suite 200|San Francisco, CA  94111|Phone: 415/397-6500|Fax: 415/397-6525|Email: mstevens@stevens-arch.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082210295|Architecture, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|PS009||10|N||Updated 9/11/2019
10295|STEVENS & ASSOCIATES|17743|Vendor Number 17743|Contact: Myles C. Stevens|Mr.|Myles|Stevens|855 Sansome Street, Suite 200|San Francisco, CA  94111|855 Sansome Street, Suite 200|San Francisco, CA  94111|Phone: 415/397-6500|Fax: 415/397-6525|Email: mstevens@stevens-arch.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082210295|Architecture, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|PS058||10|N||Updated 9/11/2019
16511|STINSON SECURITIES LLC|57977|Vendor Number 57977|Contact: Lonnie Odom|Mr.|Lonnie|Odom|220 Sansome Street, Suite 1330|San Francisco, CA  94104|220 Sansome Street, Suite 1330|San Francisco, CA  94104|Phone: 415/981-3345|Fax: 415/981-3352|Email: lodom@stinsonllc.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216511||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|PS041||10|N||Updated 9/11/2019
17369|Stone Fleury LLC|402156|Vendor Number 402156|Contact: Hollie Mitchell|Mrs.|Hollie|Mitchell|1327 Evans Avenue|San Francisco, CA  94124|1327 Evans Avenue|San Francisco, CA  94124|Phone: 510-759-1933|Fax: 415-385-3592|Email: hollie@stonefleury.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 5/31/2020|Certification #CMD052017369||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2020|EQ019||10|N||Updated 9/11/2019
17369|Stone Fleury LLC|402156|Vendor Number 402156|Contact: Hollie Mitchell|Mrs.|Hollie|Mitchell|1327 Evans Avenue|San Francisco, CA  94124|1327 Evans Avenue|San Francisco, CA  94124|Phone: 510-759-1933|Fax: 415-385-3592|Email: hollie@stonefleury.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 5/31/2020|Certification #CMD052017369||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2020|EQ090||10|N||Updated 9/11/2019
16713|STRANDBERG ENGINEERING|400118|Vendor Number 400118|Contact: David M. Strandberg|Mr.|David|Strandberg|1511 15th Street|San Francisco, CA  94103|1511 15th Street|San Francisco, CA  94103|Phone: 415-778-8726||Email: office@strandbergeng.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 12/31/2019|Certification #CMD121916713|Owner specializes in Structural Engeneering and has lots of years of experienced, but licensed in Civil Engineering.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|AE003||10|N||Updated 9/11/2019
1000003|STREAMLINE DRYWALL INC|401646|Vendor Number 401646|Contact: Triston Williams|Mr.|Triston|Williams|1 Market Street, Spear Tower, Suite 3636|San Francisco, CA  94105|1 Market Street, Spear Tower, Suite 3636|San Francisco, CA  94105|Phone: 707/853-7113||Email: triston@streamlinedrywall.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD11191000003||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019, CSLB License # 958036|CN008||10|N|958036|Updated 9/11/2019
17290|Studio 151|401395|Vendor Number 401395|Contact: Michael Franz Seidelhuber|Mr.|Michael Franz|Seidelhuber|2425 17th Street #180|San Francisco, CA  94110|2425 17th Street #180|San Francisco, CA  94110|Phone: 650-597-1950||Email: franz@studio151corp.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 12/31/2019|Certification #CMD121917290||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|GS027||10|N||Updated 9/11/2019
17290|Studio 151|401395|Vendor Number 401395|Contact: Michael Franz Seidelhuber|Mr.|Michael Franz|Seidelhuber|2425 17th Street #180|San Francisco, CA  94110|2425 17th Street #180|San Francisco, CA  94110|Phone: 650-597-1950||Email: franz@studio151corp.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 12/31/2019|Certification #CMD121917290||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|GS093||10|N||Updated 9/11/2019
12264|Studio BBA|70218|Vendor Number 70218|Contact: Bonnie Bridges|Ms.|Bonnie|Bridges|921 Larkin Street|San Francisco, CA  94107|921 Larkin Street|San Francisco, CA  94107|Phone: 415/241-7160|Fax: 415/241-7164|Email: bbridges@boorbridges.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012264|Architectural Services: master planning, architectural design, interior design|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE001||10|N||Updated 9/11/2019
12264|Studio BBA|70218|Vendor Number 70218|Contact: Bonnie Bridges|Ms.|Bonnie|Bridges|921 Larkin Street|San Francisco, CA  94107|921 Larkin Street|San Francisco, CA  94107|Phone: 415/241-7160|Fax: 415/241-7164|Email: bbridges@boorbridges.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012264|Architectural Services: master planning, architectural design, interior design|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE019||10|N||Updated 9/11/2019
1000276|Studio NaCl|||Contact: Christine Cuccia|Ms|Christine|Cuccia|1049 Filbert Street|San Francisco, CA  94133|1049 Filbert Street|San Francisco, CA  94133|Phone: 415-425-2397||Email: christine@studionacl.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 11/30/2021|Certification #CMD11211000276||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2021|GS102||10|N||Updated 9/11/2019
15310|STUDIO PEREZ|77222|Vendor Number 77222|Contact: Daniel Perez|Mr.|Daniel|Perez|2325 3rd Street, Suite 322|San Francisco, CA  94107|2325 3rd Street, Suite 322|San Francisco, CA  94107|Phone: 415/503-0329|Fax: 415/503-0369|Email: dperez@studioperez.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092015310|Architectural Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020|AE001||10|N||Updated 9/11/2019
15310|STUDIO PEREZ|77222|Vendor Number 77222|Contact: Daniel Perez|Mr.|Daniel|Perez|2325 3rd Street, Suite 322|San Francisco, CA  94107|2325 3rd Street, Suite 322|San Francisco, CA  94107|Phone: 415/503-0329|Fax: 415/503-0369|Email: dperez@studioperez.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092015310|Architectural Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020|AE019||10|N||Updated 9/11/2019
15310|STUDIO PEREZ|77222|Vendor Number 77222|Contact: Daniel Perez|Mr.|Daniel|Perez|2325 3rd Street, Suite 322|San Francisco, CA  94107|2325 3rd Street, Suite 322|San Francisco, CA  94107|Phone: 415/503-0329|Fax: 415/503-0369|Email: dperez@studioperez.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092015310|Architectural Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020|GS124||10|N||Updated 9/11/2019
17300|Studio Sarah Willmer, Architecture|402021|Vendor Number 402021|Contact: Sarah Willmer|Ms.|Sarah|Willmer|3850 23rd Street|San Francisco, CA  94114|3850 23rd Street|San Francisco, CA  94114|Phone: 415-642-1166||Email: swillmer@studio-sw.com; kcoelho@studio-sw.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012017300||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE001||10|N||Updated 9/11/2019
17300|Studio Sarah Willmer, Architecture|402021|Vendor Number 402021|Contact: Sarah Willmer|Ms.|Sarah|Willmer|3850 23rd Street|San Francisco, CA  94114|3850 23rd Street|San Francisco, CA  94114|Phone: 415-642-1166||Email: swillmer@studio-sw.com; kcoelho@studio-sw.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012017300||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE019||10|N||Updated 9/11/2019
16740|STUDIO VARA|94100|Vendor Number 94100|Contact: Christopher Austin Roach|Mr.|Christopher Austin|Roach|3130 20th Street, Suite 190|San Francisco, CA  94110|3130 20th Street, Suite 190|San Francisco, CA  94110|Phone: 415/826-1367|Fax: 415/826-8695|Email: maura@studiovara.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 10/31/2019|Certification #CMD101916740||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2019|AE001||10|N||Updated 9/11/2019
16740|STUDIO VARA|94100|Vendor Number 94100|Contact: Christopher Austin Roach|Mr.|Christopher Austin|Roach|3130 20th Street, Suite 190|San Francisco, CA  94110|3130 20th Street, Suite 190|San Francisco, CA  94110|Phone: 415/826-1367|Fax: 415/826-8695|Email: maura@studiovara.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 10/31/2019|Certification #CMD101916740||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2019|AE019||10|N||Updated 9/11/2019
15049|SULLIVAN'S CONCRETE SAWING, INC.|74073|Vendor Number 74073|Contact: Joseph Sullivan|Mr.|Joseph|Sullivan|350 Rhode Island St. Suite 240|San Francisco, CA  94103|350 Rhode Island St. Suite 240|San Francisco, CA  94103|Phone: 415/203-8608|Fax: 415/285-8608|Email: no1monstersaw@yahoo.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD042015049||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020, CSLB License # 899516|CN038||10|N|899516|Updated 9/11/2019
15044|SUPERIOR CORING & CUTTING INC|58614|Vendor Number 58614|Contact: David A. Merin|Mr.|David|Merin|77 Goethe Street|Daly City, CA  94014|77 Goethe Street|Daly City, CA  94014|Phone: 650/755-8009|Fax: 650/755-8554|Email: supercoring@att.net|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042215044|Concrete coring, flatsawing, wall sawing|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022, CSLB License # 734272|CN038||10|N|734272|Updated 9/11/2019
16793|SURFACE DESIGN INC|400496|Vendor Number 400496|Contact: Roderick Wyllie|Mr.|Roderick|Wyllie|Pier 33 North, The Embarcadero, Suite 200|San Francisco, CA  94111|Pier 33 North, The Embarcadero, Suite 200|San Francisco, CA  94111|Phone: 415/914-7448|Fax: 415/621-5515|Email: rwyllie@sdisf.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012016793||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE002||10|N||Updated 9/11/2019
16793|SURFACE DESIGN INC|400496|Vendor Number 400496|Contact: Roderick Wyllie|Mr.|Roderick|Wyllie|Pier 33 North, The Embarcadero, Suite 200|San Francisco, CA  94111|Pier 33 North, The Embarcadero, Suite 200|San Francisco, CA  94111|Phone: 415/914-7448|Fax: 415/621-5515|Email: rwyllie@sdisf.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012016793||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS009||10|N||Updated 9/11/2019
